tuid,blockId,actionName,objectLogName,selectedShapeIndex,faceSelected,stageShapeIndex,explanationType,isCorrectPrediction,predictedShapeChoiceIndex,trueShapeChoiceIndex,stepActionType,lInd_0_BeforeAi,lInd_1_AfterAi,lInd_2_AfterXai,stat_1_vs_0_cnahged,stat_2_vs_0_cnahged,stat_2_vs_1_cnahged,face_0_BeforeAi,face_1_AfterAi,face_2_AfterXai,param1,param2,param3,param4,date,time
UID_bv13An42XI68xl08lQ,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,2,2,2,false,false,false,5,4,5,OS,,,,15:53:10 04.06.25,1749052390
UID_ml46KH20Ef19wE69ad,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,2,7,7,true,true,false,5,5,5,OS,,,,15:53:10 04.06.25,1749052390
UID_Sp59WX69Ls96IJ56yH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,OS,,,,15:53:23 04.06.25,1749052403
UID_ew60Nc39UF65Cn93Gi,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,4,-,-,OS,,,,15:54:00 04.06.25,1749052440
UID_iQ88Eg36pD60mG02Fi,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,8,1,1,true,true,false,4,4,4,LLM,,,,15:54:07 04.06.25,1749052447
UID_bv13An42XI68xl08lQ,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,2,-,-,true,false,false,3,-,-,OS,,,,15:54:57 04.06.25,1749052497
UID_ml46KH20Ef19wE69ad,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,5,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,OS,,,,15:55:19 04.06.25,1749052519
UID_ew60Nc39UF65Cn93Gi,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,5,-,-,OS,,,,15:56:02 04.06.25,1749052562
UID_bv13An42XI68xl08lQ,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,5,,OS,yes,4,4,SubmitConfidenceForShape,4,-,-,true,false,false,5,-,-,OS,,,,15:56:35 04.06.25,1749052595
UID_Sp59WX69Ls96IJ56yH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,3,3,3,false,false,false,3,4,4,OS,,,,15:57:14 04.06.25,1749052634
UID_ml46KH20Ef19wE69ad,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,5,-,-,OS,,,,15:57:33 04.06.25,1749052653
UID_iQ88Eg36pD60mG02Fi,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,3,,LLM,no,4,3,SubmitConfidenceForShape,3,4,4,true,true,false,3,3,3,LLM,,,,15:58:13 04.06.25,1749052693
UID_bv13An42XI68xl08lQ,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,6,7,7,true,true,false,5,5,5,OS,,,,15:58:21 04.06.25,1749052701
UID_ew60Nc39UF65Cn93Gi,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,1,4,4,true,true,false,4,4,4,OS,,,,15:58:59 04.06.25,1749052739
UID_ml46KH20Ef19wE69ad,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,6,6,2,false,true,true,4,3,4,OS,,,,15:59:02 04.06.25,1749052742
UID_ml46KH20Ef19wE69ad,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,15:59:12 04.06.25,1749052752
UID_ml46KH20Ef19wE69ad,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,15:59:16 04.06.25,1749052756
UID_Sp59WX69Ls96IJ56yH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,5,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,4,5,5,OS,,,,15:59:18 04.06.25,1749052758
UID_ml46KH20Ef19wE69ad,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,15:59:22 04.06.25,1749052762
UID_bv13An42XI68xl08lQ,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,5,,OS,no,8,7,SubmitConfidenceForShape,3,3,7,false,true,true,3,3,5,OS,,,,15:59:53 04.06.25,1749052793
UID_bv13An42XI68xl08lQ,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,16:00:09 04.06.25,1749052809
UID_bv13An42XI68xl08lQ,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,16:00:16 04.06.25,1749052816
UID_bv13An42XI68xl08lQ,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,16:00:23 04.06.25,1749052823
UID_iQ88Eg36pD60mG02Fi,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,3,,LLM,yes,7,7,SubmitConfidenceForShape,1,1,7,false,true,true,4,4,3,LLM,,,,16:00:35 04.06.25,1749052835
UID_Sp59WX69Ls96IJ56yH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,5,-,-,OS,,,,16:00:45 04.06.25,1749052845
UID_ew60Nc39UF65Cn93Gi,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,5,,OS,yes,6,6,SubmitConfidenceForShape,5,6,6,true,true,false,4,5,5,OS,,,,16:02:56 04.06.25,1749052976
UID_Sp59WX69Ls96IJ56yH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,5,,OS,no,8,7,SubmitConfidenceForShape,7,7,7,false,false,false,4,5,5,OS,,,,16:03:18 04.06.25,1749052998
UID_ew60Nc39UF65Cn93Gi,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:19 04.06.25,1749052999
UID_ew60Nc39UF65Cn93Gi,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:32 04.06.25,1749053012
UID_ew60Nc39UF65Cn93Gi,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,16:03:42 04.06.25,1749053022
UID_iQ88Eg36pD60mG02Fi,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,5,1,1,true,true,false,3,3,3,LLM,,,,16:05:48 04.06.25,1749053148
UID_iQ88Eg36pD60mG02Fi,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,16:05:59 04.06.25,1749053159
UID_iQ88Eg36pD60mG02Fi,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,16:06:30 04.06.25,1749053190
UID_iQ88Eg36pD60mG02Fi,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,16:06:35 04.06.25,1749053195
UID_Sp59WX69Ls96IJ56yH,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,3,,OS,yes,4,4,SubmitConfidenceForShape,4,-,-,true,false,false,3,-,-,OS,,,,16:06:50 04.06.25,1749053210
UID_Sp59WX69Ls96IJ56yH,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,3,,OS,yes,5,5,SubmitConfidenceForShape,2,2,2,false,false,false,3,4,3,OS,,,,16:09:23 04.06.25,1749053363
UID_Sp59WX69Ls96IJ56yH,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,16:09:49 04.06.25,1749053389
UID_Sp59WX69Ls96IJ56yH,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,16:09:58 04.06.25,1749053398
UID_Sp59WX69Ls96IJ56yH,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,16:10:08 04.06.25,1749053408
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,5,,LLM,no,4,3,SubmitConfidenceForShape,3,3,4,false,true,true,5,3,5,LLM,,,,18:19:19 04.06.25,1749061159
UID_bY03gB60nF38Xm20yU,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,5,,LLM,no,4,3,SubmitConfidenceForShape,4,-,-,true,false,false,5,-,-,LLM,,,,18:21:15 04.06.25,1749061275
UID_vN82jC05RX72Hp99nU,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,18:21:16 04.06.25,1749061276
UID_AL87Ek96Sq47GP20Gk,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,1,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,1,-,-,LLM,,,,18:21:49 04.06.25,1749061309
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,6,7,6,true,false,true,3,5,4,LLM,,,,18:22:09 04.06.25,1749061329
UID_bY03gB60nF38Xm20yU,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,18:22:19 04.06.25,1749061339
UID_bY03gB60nF38Xm20yU,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,5,-,-,LLM,,,,18:22:29 04.06.25,1749061349
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,5,,LLM,no,8,6,SubmitConfidenceForShape,7,6,7,true,false,true,4,5,5,LLM,,,,18:23:14 04.06.25,1749061394
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,8,2,7,true,true,true,3,4,5,LLM,,,,18:24:22 04.06.25,1749061462
UID_bY03gB60nF38Xm20yU,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,3,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,3,-,-,LLM,,,,18:24:37 04.06.25,1749061477
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,5,8,6,true,true,true,5,4,4,LLM,,,,18:25:15 04.06.25,1749061515
UID_cZ66ys08Pp83MP90Yn,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,4,4,4,LLM,,,,18:25:19 04.06.25,1749061519
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:25:21 04.06.25,1749061521
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:25:26 04.06.25,1749061526
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:25:29 04.06.25,1749061529
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,5,,OS,yes,2,2,SubmitConfidenceForShape,7,5,3,true,true,true,5,3,5,OS,,,,18:26:00 04.06.25,1749061560
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,5,5,5,false,false,false,5,5,5,OS,,,,18:26:18 04.06.25,1749061578
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,4,4,4,false,false,false,3,2,4,LLM,,,,18:26:24 04.06.25,1749061584
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,5,,OS,no,8,7,SubmitConfidenceForShape,6,5,8,true,true,true,4,2,5,OS,,,,18:26:40 04.06.25,1749061600
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,5,,LLM,no,4,3,SubmitConfidenceForShape,1,1,4,false,true,true,5,5,5,LLM,,,,18:27:15 04.06.25,1749061635
UID_NB30mT87Ki02rP44pa,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,4,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,18:27:50 04.06.25,1749061670
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,1,8,8,true,true,false,4,2,4,OS,,,,18:28:02 04.06.25,1749061682
UID_bY03gB60nF38Xm20yU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,2,5,6,true,true,true,4,4,5,OS,,,,18:28:59 04.06.25,1749061739
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,18:29:07 04.06.25,1749061747
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,18:29:09 04.06.25,1749061749
UID_bY03gB60nF38Xm20yU,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,18:29:11 04.06.25,1749061751
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,5,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,5,5,5,LLM,,,,18:29:44 04.06.25,1749061784
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,3,,OS,no,4,2,SubmitConfidenceForShape,6,6,6,false,false,false,5,3,3,OS,,,,18:30:11 04.06.25,1749061811
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,18:30:56 04.06.25,1749061856
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,5,5,5,false,false,false,3,2,3,LLM,,,,18:31:14 04.06.25,1749061874
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,5,,LLM,no,6,2,SubmitConfidenceForShape,7,7,7,false,false,false,4,4,5,LLM,,,,18:33:38 04.06.25,1749062018
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,4,7,7,true,true,false,4,4,5,LLM,,,,18:34:01 04.06.25,1749062041
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,7,7,7,false,false,false,4,3,4,LLM,,,,18:35:46 04.06.25,1749062146
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,2,,OS,yes,4,4,SubmitConfidenceForShape,1,1,1,false,false,false,2,2,2,OS,,,,18:36:23 04.06.25,1749062183
UID_AL87Ek96Sq47GP20Gk,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,5,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,5,-,-,LLM,,,,18:37:06 04.06.25,1749062226
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,2,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,2,-,-,LLM,,,,18:37:47 04.06.25,1749062267
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,4,,LLM,yes,6,6,SubmitConfidenceForShape,3,6,3,true,false,true,4,3,4,LLM,,,,18:38:26 04.06.25,1749062306
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:38:39 04.06.25,1749062319
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:38:45 04.06.25,1749062325
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,1,,LLM,no,,,,,,,false,false,false,,,,,,,,18:39:10 04.06.25,1749062350
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,2,,LLM,yes,6,6,SubmitConfidenceForShape,3,6,3,true,false,true,2,2,2,LLM,,,,18:40:57 04.06.25,1749062457
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,5,,OS,no,4,2,SubmitConfidenceForShape,2,2,2,false,false,false,3,4,5,OS,,,,18:41:00 04.06.25,1749062460
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,5,,LLM,no,6,2,SubmitConfidenceForShape,8,6,8,true,false,true,5,5,5,LLM,,,,18:42:36 04.06.25,1749062556
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,18:42:57 04.06.25,1749062577
UID_vN82jC05RX72Hp99nU,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,5,-,-,OS,,,,18:43:12 04.06.25,1749062592
UID_dn81wI23py15XB17bW,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,2,-,-,true,false,false,3,-,-,OS,,,,18:43:16 04.06.25,1749062596
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,4,3,4,LLM,,,,18:44:25 04.06.25,1749062665
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:44:47 04.06.25,1749062687
